operator,scenario,pass,speedup,baseline_ms,candidate_ms,err_ratio,mean_abs_diff,failure_reason
attention_impl,tokens-16384/da7d3eab,PASS,0.162555919631371,1.9891819974873215,12.23690900951624,0.25974026322364807,3.955060674343258e-05,
attention_impl,tokens-1/7cb4899d,PASS,0.9830236595347038,0.04261800495442003,0.04335399717092514,0.0,0.0,
attention_impl,tokens-4/845a49de,PASS,0.9789902002265686,0.04175100184511393,0.042647006921470165,0.0,0.0,
attention_impl,tokens-16/3e2e59c9,PASS,0.9643904901701214,0.042086001485586166,0.04364000051282346,0.2512562870979309,6.705522537231445e-08,
attention_impl,tokens-64/62937849,PASS,0.9876734035340893,0.042866013245657086,0.043400999857112765,0.24691356718540192,4.307366907596588e-08,
attention_impl,tokens-16384/939564d0,PASS,0.16998731473072262,3.0089990032138303,17.70131499506533,0.25974026322364807,3.953456325689331e-05,
attention_impl,tokens-3/5eae6db8,PASS,1.007325772545373,0.04413900023791939,0.043817999539896846,0.0,0.0,
attention_impl,tokens-68/36e27cca,PASS,0.9730878604638681,0.0427390041295439,0.043921012547798455,0.25641027092933655,4.774945523422502e-07,
attention_impl,tokens-100/04879a02,PASS,1.0015642001727516,0.04417500167619437,0.04410601104609668,0.15600624680519104,1.340743801847566e-05,
attention_impl,tokens-5435/0781482d,PASS,0.1947587727855882,0.22376400011125952,1.1489289900055155,0.2583979368209839,6.024704271112569e-05,
